section,subsection,shapefile,heading,lookup_value,intensity,image,text,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,81,,,In 1918 68 acres burned in this location. That is equal to about 61.8 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,82,,,In 1919 93 acres burned in this location. That is equal to about 84.5 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,83,,,In 1919 588 acres burned in this location. That is equal to about 534. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,84,,,In 1919 127 acres burned in this location. That is equal to about 115. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,85,,,In 1919 57 acres burned in this location. That is equal to about 51.8 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,86,,,In 1919 138 acres burned in this location. That is equal to about 125. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,87,,,In 1919 2690 acres burned in this location. That is equal to about 2445 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,88,,,In 1919 49 acres burned in this location. That is equal to about 44.5 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,89,,,In 1919 135 acres burned in this location. That is equal to about 122. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,90,,,In 1919 76 acres burned in this location. That is equal to about 69.0 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,91,,,In 1919 27 acres burned in this location. That is equal to about 24.5 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,92,,,In 1919 1990 acres burned in this location. That is equal to about 1809 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,93,,,In 1919 125 acres burned in this location. That is equal to about 113. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,94,,,In 1919 975 acres burned in this location. That is equal to about 886. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,95,,,In 1919 734 acres burned in this location. That is equal to about 667. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,96,,,In 1919 43 acres burned in this location. That is equal to about 39.0 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,97,,,In 1919 29 acres burned in this location. That is equal to about 26.3 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,98,,,In 1919 58 acres burned in this location. That is equal to about 52.7 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,99,,,In 1919 27 acres burned in this location. That is equal to about 24.5 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,100,,,In 1919 34 acres burned in this location. That is equal to about 30.9 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,101,,,In 1919 49 acres burned in this location. That is equal to about 44.5 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,102,,,In 1919 119 acres burned in this location. That is equal to about 108. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,103,,,In 1919 120 acres burned in this location. That is equal to about 109. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,104,,,In 1919 994 acres burned in this location. That is equal to about 903. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,105,,,In 1919 166 acres burned in this location. That is equal to about 150. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,106,,,In 1919 164 acres burned in this location. That is equal to about 149. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,107,,,In 1919 56 acres burned in this location. That is equal to about 50.9 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,108,,,In 1919 35 acres burned in this location. That is equal to about 31.8 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,109,,,In 1919 153 acres burned in this location. That is equal to about 139. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,110,,,In 1919 50 acres burned in this location. That is equal to about 45.4 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,111,,,In 1919 1548 acres burned in this location. That is equal to about 1407 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,112,,,In 1919 5540 acres burned in this location. That is equal to about 5036 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,113,,,In 1919 9328 acres burned in this location. That is equal to about 8480 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,114,,,In 1919 645 acres burned in this location. That is equal to about 586. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,115,,,In 1919 132 acres burned in this location. That is equal to about 120 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,116,,,In 1919 505 acres burned in this location. That is equal to about 459. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,117,,,In 1919 1359 acres burned in this location. That is equal to about 1236 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,118,,,In 1919 104 acres burned in this location. That is equal to about 94.5 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,119,,,In 1919 124 acres burned in this location. That is equal to about 112. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,120,,,In 1919 777 acres burned in this location. That is equal to about 706. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,121,,,In 1919 1780 acres burned in this location. That is equal to about 1618 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,122,,,In 1919 1717 acres burned in this location. That is equal to about 1560 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,123,,,In 1919 1770 acres burned in this location. That is equal to about 1609 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,124,,,In 1919 36 acres burned in this location. That is equal to about 32.7 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,125,,,In 1919 34 acres burned in this location. That is equal to about 30.9 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,126,,,In 1920 222 acres burned in this location. That is equal to about 201. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,127,,,In 1920 30 acres burned in this location. That is equal to about 27.2 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,128,,,In 1920 59 acres burned in this location. That is equal to about 53.6 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,129,,,In 1920 49 acres burned in this location. That is equal to about 44.5 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,130,,,In 1920 449 acres burned in this location. That is equal to about 408. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,131,,,In 1920 264 acres burned in this location. That is equal to about 240 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,132,,,In 1920 322 acres burned in this location. That is equal to about 292. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,133,,,In 1920 42 acres burned in this location. That is equal to about 38.1 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,134,,,In 1920 849 acres burned in this location. That is equal to about 771. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,135,,,In 1921 162 acres burned in this location. That is equal to about 147. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,136,,,In 1921 221 acres burned in this location. That is equal to about 200. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,137,,,In 1922 187 acres burned in this location. That is equal to about 170 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,138,,,In 1923 2111 acres burned in this location. That is equal to about 1919 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,139,,,In 1923 410 acres burned in this location. That is equal to about 372. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,140,,,In 1924 157 acres burned in this location. That is equal to about 142. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,141,,,In 1924 1979 acres burned in this location. That is equal to about 1799 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,142,,,In 1924 66 acres burned in this location. That is equal to about 60 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,143,,,In 1924 170 acres burned in this location. That is equal to about 154. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,144,,,In 1925 344 acres burned in this location. That is equal to about 312. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,145,,,In 1925 884 acres burned in this location. That is equal to about 803. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,146,,,In 1926 10 acres burned in this location. That is equal to about 9.09 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,147,,,In 1926 7 acres burned in this location. That is equal to about 6.36 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,148,,,In 1926 3 acres burned in this location. That is equal to about 2.72 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,149,,,In 1929 274 acres burned in this location. That is equal to about 249. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,150,,,In 1929 1241 acres burned in this location. That is equal to about 1128 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,151,,,In 1929 389 acres burned in this location. That is equal to about 353. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,152,,,In 1929 81 acres burned in this location. That is equal to about 73.6 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,153,,,In 1929 47 acres burned in this location. That is equal to about 42.7 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,154,,,In 1929 296 acres burned in this location. That is equal to about 269. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,155,,,In 1929 84 acres burned in this location. That is equal to about 76.3 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,156,,,In 1929 6219 acres burned in this location. That is equal to about 5653 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,157,,,In 1930 71 acres burned in this location. That is equal to about 64.5 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,158,,,In 1931 1030 acres burned in this location. That is equal to about 936. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,159,,,In 1933 220 acres burned in this location. That is equal to about 200 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,160,,,In 1933 777 acres burned in this location. That is equal to about 706. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,161,,,In 1937 1057 acres burned in this location. That is equal to about 960. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,162,,,In 1937 187 acres burned in this location. That is equal to about 170 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,163,,,In 1937 22 acres burned in this location. That is equal to about 20 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,164,,,In 1938 34 acres burned in this location. That is equal to about 30.9 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,165,,,In 1940 42 acres burned in this location. That is equal to about 38.1 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,166,,,In 1940 39 acres burned in this location. That is equal to about 35.4 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,167,,,In 1940 158 acres burned in this location. That is equal to about 143. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,168,,,In 1940 234 acres burned in this location. That is equal to about 212. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,169,,,In 1940 2029 acres burned in this location. That is equal to about 1845 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,170,,,In 1940 215 acres burned in this location. That is equal to about 195. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,171,,,In 1940 89 acres burned in this location. That is equal to about 80.9 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,172,,,In 1940 74 acres burned in this location. That is equal to about 67.2 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,173,,,In 1940 90 acres burned in this location. That is equal to about 81.8 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,174,,,In 1940 233 acres burned in this location. That is equal to about 211. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,175,,,In 1940 374 acres burned in this location. That is equal to about 340 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,176,,,In 1940 144 acres burned in this location. That is equal to about 130. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,177,,,In 1940 150 acres burned in this location. That is equal to about 136. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,178,,,In 1940 277 acres burned in this location. That is equal to about 251. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,179,,,In 1940 359 acres burned in this location. That is equal to about 326. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,180,,,In 1940 5601 acres burned in this location. That is equal to about 5091 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,181,,,In 1940 203 acres burned in this location. That is equal to about 184. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,182,,,In 1940 44 acres burned in this location. That is equal to about 40 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,183,,,In 1940 786 acres burned in this location. That is equal to about 714. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,184,,,In 1941 33 acres burned in this location. That is equal to about 30 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,185,,,In 1941 1726 acres burned in this location. That is equal to about 1569 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,186,,,In 1942 123 acres burned in this location. That is equal to about 111. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,187,,,In 1942 29 acres burned in this location. That is equal to about 26.3 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,188,,,In 1942 277 acres burned in this location. That is equal to about 251. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,189,,,In 1942 58 acres burned in this location. That is equal to about 52.7 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,190,,,In 1942 22 acres burned in this location. That is equal to about 20 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,191,,,In 1942 557 acres burned in this location. That is equal to about 506. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,192,,,In 1942 233 acres burned in this location. That is equal to about 211. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,193,,,In 1943 206 acres burned in this location. That is equal to about 187. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,194,,,In 1943 1167 acres burned in this location. That is equal to about 1061 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,195,,,In 1943 612 acres burned in this location. That is equal to about 556. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,196,,,In 1944 27 acres burned in this location. That is equal to about 24.5 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,197,,,In 1944 114 acres burned in this location. That is equal to about 103. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,198,,,In 1945 50 acres burned in this location. That is equal to about 45.4 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,199,,,In 1945 67 acres burned in this location. That is equal to about 60.9 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,200,,,In 1945 104 acres burned in this location. That is equal to about 94.5 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,201,,,In 1945 35 acres burned in this location. That is equal to about 31.8 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,202,,,In 1945 713 acres burned in this location. That is equal to about 648. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,203,,,In 1945 2101 acres burned in this location. That is equal to about 1910 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,204,,,In 1945 55 acres burned in this location. That is equal to about 50 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,205,,,In 1945 815 acres burned in this location. That is equal to about 740. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,206,,,In 1945 725 acres burned in this location. That is equal to about 659. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,207,,,In 1946 62 acres burned in this location. That is equal to about 56.3 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,208,,,In 1946 5742 acres burned in this location. That is equal to about 5220 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,209,,,In 1946 733 acres burned in this location. That is equal to about 666. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,210,,,In 1946 237 acres burned in this location. That is equal to about 215. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,211,,,In 1946 29 acres burned in this location. That is equal to about 26.3 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,212,,,In 1946 10 acres burned in this location. That is equal to about 9.09 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,213,,,In 1946 39 acres burned in this location. That is equal to about 35.4 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,214,,,In 1946 14 acres burned in this location. That is equal to about 12.7 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,215,,,In 1946 33 acres burned in this location. That is equal to about 30 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,216,,,In 1948 157 acres burned in this location. That is equal to about 142. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,217,,,In 1949 54 acres burned in this location. That is equal to about 49.0 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,218,,,In 1950 24 acres burned in this location. That is equal to about 21.8 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,219,,,In 1950 114 acres burned in this location. That is equal to about 103. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,220,,,In 1953 961 acres burned in this location. That is equal to about 873. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,221,,,In 1953 650 acres burned in this location. That is equal to about 590. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,222,,,In 1953 42 acres burned in this location. That is equal to about 38.1 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,223,,,In 1953 2290 acres burned in this location. That is equal to about 2082 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,224,,,In 0 114 acres burned in this location. That is equal to about 103. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,225,,,In 0 27 acres burned in this location. That is equal to about 24.5 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,226,,,In 1953 2138 acres burned in this location. That is equal to about 1943 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,227,,,In 1953 56 acres burned in this location. That is equal to about 50.9 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,228,,,In 1953 167 acres burned in this location. That is equal to about 151. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,229,,,In 1955 18 acres burned in this location. That is equal to about 16.3 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,230,,,In 1955 9 acres burned in this location. That is equal to about 8.18 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,231,,,In 1956 37 acres burned in this location. That is equal to about 33.6 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,232,,,In 1956 153 acres burned in this location. That is equal to about 139. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,233,,,In 1959 1797 acres burned in this location. That is equal to about 1633 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,234,,,In 1960 67 acres burned in this location. That is equal to about 60.9 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,235,,,In 1960 2977 acres burned in this location. That is equal to about 2706 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,236,,,In 1960 29 acres burned in this location. That is equal to about 26.3 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,237,,,In 1961 26 acres burned in this location. That is equal to about 23.6 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,238,,,In 1961 103 acres burned in this location. That is equal to about 93.6 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,239,,,In 1963 50 acres burned in this location. That is equal to about 45.4 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,240,,,In 1963 301 acres burned in this location. That is equal to about 273. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,241,,,In 1963 40 acres burned in this location. That is equal to about 36.3 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,242,,,In 1966 25 acres burned in this location. That is equal to about 22.7 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,243,,,In 1966 466 acres burned in this location. That is equal to about 423. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,244,,,In 1966 35 acres burned in this location. That is equal to about 31.8 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,245,,,In 1966 1512 acres burned in this location. That is equal to about 1374 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,246,,,In 1966 684 acres burned in this location. That is equal to about 621. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,247,,,In 1967 56 acres burned in this location. That is equal to about 50.9 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,248,,,In 1967 2757 acres burned in this location. That is equal to about 2506 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,249,,,In 1968 975 acres burned in this location. That is equal to about 886. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,250,,,In 1970 134 acres burned in this location. That is equal to about 121. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,251,,,In 1972 77 acres burned in this location. That is equal to about 70 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,252,,,In 1972 47 acres burned in this location. That is equal to about 42.7 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,253,,,In 1972 29 acres burned in this location. That is equal to about 26.3 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,254,,,In 1972 40 acres burned in this location. That is equal to about 36.3 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,255,,,In 1972 1466 acres burned in this location. That is equal to about 1332 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,256,,,In 1972 10 acres burned in this location. That is equal to about 9.09 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,257,,,In 1973 200 acres burned in this location. That is equal to about 181. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,258,,,In 1973 722 acres burned in this location. That is equal to about 656. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,259,,,In 1974 104 acres burned in this location. That is equal to about 94.5 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,260,,,In 1976 45 acres burned in this location. That is equal to about 40.9 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,261,,,In 1979 420 acres burned in this location. That is equal to about 381. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,262,,,In 1979 39 acres burned in this location. That is equal to about 35.4 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,263,,,In 1979 125 acres burned in this location. That is equal to about 113. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,264,,,In 1979 18 acres burned in this location. That is equal to about 16.3 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,265,,,In 1981 91 acres burned in this location. That is equal to about 82.7 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,266,,,In 1981 17 acres burned in this location. That is equal to about 15.4 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,267,,,In 1982 28 acres burned in this location. That is equal to about 25.4 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,268,,,In 1985 105 acres burned in this location. That is equal to about 95.4 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,269,,,In 1985 70 acres burned in this location. That is equal to about 63.6 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,270,,,In 1985 70 acres burned in this location. That is equal to about 63.6 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,271,,,In 1986 519 acres burned in this location. That is equal to about 471. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,272,,,In 1986 43 acres burned in this location. That is equal to about 39.0 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,273,,,In 1986 35 acres burned in this location. That is equal to about 31.8 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,274,,,In 1987 246 acres burned in this location. That is equal to about 223. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,275,,,In 1987 10 acres burned in this location. That is equal to about 9.09 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,276,,,In 1987 20 acres burned in this location. That is equal to about 18.1 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,277,,,In 1987 104 acres burned in this location. That is equal to about 94.5 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,278,,,In 1987 318 acres burned in this location. That is equal to about 289. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,279,,,In 0 5 acres burned in this location. That is equal to about 4.54 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,280,,,In 0 10 acres burned in this location. That is equal to about 9.09 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,281,,,In 1988 207 acres burned in this location. That is equal to about 188. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,282,,,In 1988 1008 acres burned in this location. That is equal to about 916. footbal fields.,,,
